0,10,17352.52051,1448,17829.29051,33426.46833,5792,18746.48938,10426.17092,10136,33282.9581,16479.70245,13346.87034,31629.50243,15111.54291,36168.06394,15993.05052,32427.38067,18879.07458,20155.76843,21356.27648,22859.08872,24608.88411,30894.10923,21075.52324,29633.8018,21767.74864,32739.29457,27283.77401,23168,25877.61596,31826.6827,24658.14139,26090.24285,29278.00637,40136.81926,26222.85301,29829.59819,28439.79903,27549.71189,27549.71189,27662.53907,27663.5827,28109.31945,28439.79903,29302.86186,33284.16189,29280.87992,30666.41761,31170.12005,31731.3183,33014.17576,31613.28487,30713.75576,34980.84802,31888.57502,31856,31888.57502,32373.26724,33414.85156,34394.76264,36246.62743,34074.45438,33799.11407,33335.16007,34074.45438,35740.05284,37525.587,44998.71706,36614.1542,34871.29805,34781.86287,35491.03449,36614.1542,38196.27868,42518.28446,39518.2768,37579.0842,36200,36457.2123,36910.05317,38453.02278,38962.65006,44533.35653,43411.75105,41429.27912,38628.03671,37895.38538,37675.56748,37758.14916,38086.68534,38331.2396,38628.03671,38630.27621,39373.42617,39819.1771,40848.82012,42712.55296,44146.9256,39754.36128,39122.54717,39202.08081,40040.61103,40376.28989,40760.17664,41667.07712,42749.39157,46136.75568,41455.62992,40951.67435,40951.67435,41455.62992,42151.04649,42567.7213,45285.82794,46641.13069,47370.02159,42385.74949,42213.936,42090.7827,42213.936,42605.63447,42872.85132,43186.52143,44884.09813,45413.00836,48615.13214,43535.49729,43463.89399,43463.5636,43440,43820.74048,44033.46029,44292.0638,44943.61338,45767.69275,47307.07018,47895.96931,44888,45095.68575,45713.08194,45714.97435,48524.97291,47421.22378,46693.13217,46358.40136,46336,46693.13217,46892.82377,46894.36129,47135.7424,47421.22378,53101.83368,48324.1418,47784,47805.72285,47806.02532,47870.83225,48130.38907,48131.58767,48324.1418,48559.90086,48561.68234,48837.05791,49154.91267,49512.68138,49909.50567,49316.28279,49253.08422,49568.2713,49756.4252,50254.72508,54547.71009,51006.72599,50680,51006.72599,51007.857,51189.59294,51974.5821,52688.80811,55391.81955,54484.70047,52623.57275,52306.94708,52207.60776,52445.70602,52623.57275,52840.15235,53094.97107,53717.06754,56756.61252,56297.43369,55123.34113,54517.294,53885.16931,53653.45935,53653.45935,53750.12656,54058.30002,59117.24622
10,0,17351.68891,1438,17826.85671,33425.17023,5782,18742.62959,10417.83951,10126,33279.91406,16471.79568,13337.10643,31625.38354,15101.9611,36164.06157,15983.09122,32422.02333,18869.10377,20146.42949,21347.46273,22850.85462,24601.23568,30888.01717,21065.90468,29626.96186,21757.77059,32732.6612,27275.28302,23158,25868.66344,31818.94895,24648.15849,26080.80812,29269.59919,40130.68701,26212.91361,29820.37538,28430.12538,27539.72558,27539.72558,27652.59351,27653.63752,28099.53202,28430.12538,29293.47322,33275.89658,29270.98955,30656.97423,31160.82932,31722.19193,33005.40412,31603.66624,30703.85534,34972.15561,31878.58524,31846,31878.58524,32363.42707,33405.31821,34385.50097,36237.83906,34064.68055,33789.2606,33325.16942,34064.68055,35730.73463,37516.71228,44991.31646,36604.66293,34861.33228,34771.87146,35481.24278,36604.66293,38187.18064,42510.11142,39509.11668,37569.45127,36190,36447.28288,36900.2456,38443.60884,38953.35929,44525.22817,43403.07903,41420.19203,38618.29049,37885.45068,37665.5748,37748.17834,38076.80055,38321.41789,38618.29049,38620.53055,39363.8645,39809.72249,40839.60388,42703.73895,44138.39802,39744.52693,39112.55396,39192.10788,40030.84701,40366.60705,40750.58503,41657.69432,42740.24637,46128.28205,41445.84988,40941.77392,40941.77392,41445.84988,42141.42784,42558.19683,45276.87525,46632.43819,47361.46287,42375.84241,42203.98859,42080.80617,42203.98859,42595.77853,42863.05682,43176.79809,44874.74262,45403.76183,48606.49476,43525.51923,43453.89949,43453.56902,43430,43810.82738,44023.59509,44282.25622,44933.94801,45758.20145,47297.88779,47886.89984,44878,45085.73181,45703.26247,45705.15529,48515.4241,47411.45268,46683.20867,46348.4062,46326,46683.20867,46882.94254,46884.48039,47125.91211,47411.45268,53093.10803,48314.2536,47774,47795.72739,47796.02993,47860.85039,48120.46105,48121.6599,48314.2536,48550.06068,48551.84252,48827.27358,49145.19163,49503.03058,49899.93162,49306.29988,49243.0885,49558.33916,49746.53062,50244.92863,54538.41927,50996.79006,50670,50996.79006,50997.92129,51179.69251,51964.83122,52679.18944,55382.40888,54475.13309,52613.66694,52296.9813,52197.62301,52435.76661,52613.66694,52830.28715,53085.15323,53707.36342,56747.17301,56287.91718,55113.62188,54507.46669,53875.2267,53643.47379,53643.47379,53740.15896,54048.38925,59107.93873
17352.52051,17351.68891,0,17292,2896,50518.07638,17829.29051,5792,24166.02441,19351.86317,49758.34985,13641.887,18488.83869,47544.77469,25239.67609,52091.47962,21469.15464,47425.72535,23519.76992,30033.78739,32427.38067,34894.89213,37421.70259,45257.55072,22073.4628,43221.49494,25733.40601,46446.46924,21910.37024,27762.77479,36088.09776,23346.56609,29793.98451,34778.38507,40437.78769,54195.64798,28523.59648,26693.74069,27947.80251,30505.51257,32097.62273,32959.40491,32965.52672,34798.14984,35769.19212,37801.3457,44464.9606,34987.403,38813.91226,39843.47555,40897.9005,43073.98975,30223.08581,31731.3183,45108.03316,34291.40803,34980.84802,35715.14739,38160.52411,40917.67473,42899.58724,46051.05341,33414.85156,33877.71421,36955.78473,40185.91476,43937.82945,47019.75959,57237.16053,33799.11407,36287.8012,36883.74462,41343.19079,44042.57958,46985.26221,53436.66285,34781.86287,35491.03449,38816.42395,40925.66101,42518.28446,46080.68603,47039.53984,55466.51606,36457.2123,36200,37218.18529,38453.02278,40759.84898,41441.89035,42918.7504,43709.75874,44533.35653,44539.18167,46271.29132,47182.28609,49080.53024,52097.41986,54207.0208,38975.88322,40848.82012,42712.55296,45718.17744,46550.84903,47412.70193,49217.76821,51121.6682,56246.71035,40040.61103,40760.17664,45388.06398,46917.76913,48570.46032,49439.10736,54149.77721,56182.36663,57226.02325,42151.04649,42567.7213,45285.82794,45945.88296,47370.02159,48131.02721,48922.64892,52366.72975,53290.4212,58224.87833,44395.67731,44884.09813,44887.63065,45413.00836,47905.1897,48615.13214,49356.94387,50930.54549,52615.06313,55327.46776,56276.36467,46755.18008,48520.52993,50594.59896,50599.72632,44980.42316,45462.56228,46344.65803,47604.4824,48103.4906,50462.97336,51137.41833,51142.2095,51843.15179,52578.91388,62319.86396,47421.22378,49457.43786,49979.49765,49983.24664,50537.26518,51755.23193,51759.68752,52413.0509,53101.83368,53106.71897,53820.39146,54567.54801,55342.14503,56143.04676,49909.50567,51324.80828,53055.53498,53697.42699,55071.95563,49316.28279,50563.66885,52180.4857,54363.30527,54367.54712,54989.93392,57047.19295,58556.01274,50700.48206,50700.48206,51674.07444,52313.07065,52688.80811,55678.01663,56290.01163,56931.90884,57602.70863,59027.03212,52147.91333,52128,52306.94708,52623.57275,53387.48138,54083.05173,55895.60502,56431.69862,57597.14744,53750.12656
1448,1438,17292,0,17532.82864,33269.28411,4344,18236.24216,9254.258263,8688,32870.93166,15360.22868,11937.12612,31060.93134,13730.30783,35613.08008,14551.52504,31675.08208,17435.64903,18810.56621,20091.6138,21682.25858,23519.76992,30033.78739,19686.71308,28662.71447,20323.15096,31797.1224,26065.42729,21720,24589.6967,30720.45735,23212.7703,24728.71893,28071.52338,39265.41771,24784.13565,28499.59438,27041.52586,26103.80388,26103.80388,26222.85301,26223.95394,26693.74069,27041.52586,27947.80251,32097.62273,27849.56863,29302.86186,29829.59819,30415.54052,31751.60382,30223.08581,29280.87992,33729.73264,30442.12452,30408,30442.12452,30949.47754,32037.38493,33058.15217,34980.84802,32660.63014,32373.26724,31888.57502,32660.63014,34394.76264,36246.62743,43937.82945,35242.74677,33428.46601,33335.16007,34074.45438,35242.74677,36883.74462,41343.19079,38196.27868,36186.31057,34752,35019.84913,35491.03449,37093.0784,37621.13241,43364.51715,42162.1658,40117.99177,37218.18529,36457.2123,36228.66932,36314.5415,36656.01855,36910.05317,37218.18529,37220.50961,37991.24615,38453.02278,39518.2768,41441.89035,42918.7504,38331.2396,37675.56748,37758.14916,38628.03671,38975.88322,39373.42617,40311.53686,41429.27912,44916.3101,40040.61103,39518.61475,39518.61475,40040.61103,40760.17664,41190.92348,43994.17566,45388.06398,46136.75568,40951.67435,40773.81838,40646.30192,40773.81838,41179.21759,41455.62992,41779.94142,43532.4033,44077.53623,47370.02159,42090.7827,42016.71745,42016.37568,41992,42385.74949,42605.63447,42872.85132,43545.64098,44395.67731,45981.01079,46586.67556,43440,43654.57512,44292.0638,44294.01693,47144.25356,46007.39194,45256.56019,44911.12362,44888,45256.56019,45462.56228,45464.14817,45713.08194,46007.39194,51843.15179,46892.82377,46336,46358.40136,46358.71328,46425.5406,46693.13217,46694.36767,46892.82377,47135.7424,47137.57771,47421.22378,47748.50448,48116.73157,48524.97291,47870.83225,47805.72285,48130.38907,48324.1418,48837.05791,53205.07589,49568.2713,49232,49568.2713,49569.43514,49756.4252,50563.66885,51297.54306,54031.35839,53101.00377,51189.59294,50864.04161,50761.87865,51006.72599,51189.59294,51412.21369,51674.07444,52313.07065,55391.81955,54921.2313,53717.06754,53094.97107,52445.70602,52207.60776,52207.60776,52306.94708,52623.57275,57771.93091
17829.29051,17826.85671,2896,17532.82864,0,50435,17352.52051,2896,23461.65962,18236.24216,49335.17305,11286.8671,16826.45072,46923.31923,23873.55694,51443.44196,19632.70886,46533.12009,21469.15464,28456.51786,30972.2463,33546.95994,36168.06394,44226.58613,19662.04384,42041.12074,23519.76992,45257.55072,19043.34267,25560.8341,34422.89029,20475.83717,27602.16066,32920.11282,38851.15742,53022.31625,26065.42729,23874.25224,25268.63259,28071.52338,29793.98451,30720.45735,30727.02524,32685.3998,33717.34321,35865.94297,42831.72713,32759.05495,36817.89099,37901.7131,39008.66028,41284.45113,27460.61565,29112.31796,43305.71731,31751.60382,32494.97512,33284.16189,35895.53287,38813.91226,40897.9005,44192.34323,30666.41761,31170.12005,34490.67829,37931.31436,41885.67441,45108.03316,55677.36891,30949.47754,33649.5849,34291.40803,39048.04058,41895.57094,44978.93855,51681.39883,31888.57502,32660.63014,36246.62743,38496.92145,40185.91476,43937.82945,44942.42472,53699.51244,33583.39984,33304,34407.98936,35740.05284,38211.01549,38937.72839,40505.99403,41343.19079,42212.98686,42219.13216,44042.57958,44998.71706,46985.26221,50128.41083,52317.46859,36186.31057,38196.27868,40183.2276,43364.51715,44241.5093,45147.46841,47039.53984,49028.0997,54350.91559,37218.18529,37991.24615,42918.7504,44533.35653,46271.29132,47182.28609,52097.41986,54207.0208,55287.97809,39373.42617,39819.1771,42712.55296,43411.75105,44916.3101,45718.17744,46550.84903,50158.05372,51121.6682,56246.71035,41667.07712,42187.10013,42190.85845,42749.39157,45388.06398,46136.75568,46917.76913,48570.46032,50334.02448,53162.93672,54149.77721,44077.53623,45945.88296,48131.02721,48136.41698,42090.7827,42605.63447,43545.64098,44884.09813,45413.00836,47905.1897,48615.13214,48620.17187,49356.94387,50129.2101,60267.41212,44595.75281,46755.18008,47307.07018,47311.03094,47895.96931,49179.39341,49184.08234,49871.2002,50594.59896,50599.72632,51348.25451,52130.85459,52941.1156,53777.78727,47144.25356,48640.08463,50462.97336,51137.41833,52578.91388,46425.5406,47748.50448,49457.43786,51755.23193,51759.68752,52413.0509,54567.54801,56143.04676,47805.72285,47805.72285,48837.05791,49512.68138,49909.50567,53055.53498,53697.42699,54369.94114,55071.95563,56560.04577,49253.08422,49232,49421.43415,49756.4252,50563.66885,51297.54306,53205.07589,53768.00209,54989.93392,50864.04161
33426.46833,33425.17023,50518.07638,33269.28411,50435,0,33174.61609,50518.07638,27721.47141,33645.29258,5968.56306,44094.37883,37057.81927,9704.105987,30550.46474,10136,36472.48431,14249.79719,37492.97876,29706.06409,27225.89826,24832.65342,22554.01658,16864.86632,42041.12074,19662.04384,38703.72633,19408.21197,51143.23792,38115.63229,28662.71447,57040.83163,37629.38729,31797.1224,26645.2106,20323.15096,42066.12681,50321.51096,46526.52284,41627.02584,39265.41771,38111.47262,38103.53297,35865.94297,34778.38507,32685.3998,27283.77401,37901.7131,33727.23813,32759.05495,31826.6827,30082.56505,49250.91488,45640.25911,30505.51257,44192.34323,43073.98975,41975.31355,38813.91226,35895.53287,34115.98482,31751.60382,49665.30684,48501.92005,42938.30928,38877.51849,35294.07707,33014.17576,29103.05008,54038.36327,47142.83709,46051.05341,39967.8159,37307.56879,34980.84802,31613.28487,58439.85602,53699.51244,45970.24239,42958.0858,41080.22127,37706.69718,36955.78473,32660.63014,64090.52176,60438.77597,53436.66285,50128.41083,45980.13941,44998.71706,43113.40925,42212.98686,41343.19079,41337.2663,39703.4588,38937.72839,37525.587,35740.05284,34798.04571,53250.93997,49028.0997,46080.68603,42518.28446,41704.68367,40925.66101,39479.44773,38196.27868,35811.37836,55287.97809,53143.15242,45387.76973,43709.75874,42162.1658,41441.89035,38453.02278,37579.0842,37218.18529,54139.87951,53113.77467,48302.17412,47412.70193,45718.17744,44916.3101,44146.9256,41429.27912,40848.82012,38628.03671,53162.93672,52197.22475,52190.59965,51253.83561,47729.51767,46917.76913,46136.75568,44673.31912,43352.3068,41667.07712,41190.92348,52366.72975,49743.42505,47370.02159,47364.85094,63439.86029,60267.41212,57245.80957,54400.19412,53495.66817,50129.2101,49356.94387,49351.68941,48615.13214,47905.1897,42605.63447,59287.39077,54639.65638,53777.78727,53771.89288,52941.1156,51348.25451,51342.92318,50594.59896,49871.2002,49866.2889,49179.39341,48520.52993,47895.96931,47307.07018,57556.34777,54954.0658,52578.91388,51843.15179,50462.97336,70638.00241,60504.37625,56969.1438,53820.39146,53815.30504,53101.83368,51129.57188,49979.49765,70529.63939,68437.72857,62540.16118,60720.7692,59842.38699,55071.95563,54369.94114,53697.42699,53055.53498,51868.11094,71518.59339,70480.34513,67454.47626,65518.10989,62749.85636,61004.83955,57788.56241,57047.19295,55646.82981,74611.66775
5792,5782,17829.29051,4344,17352.52051,33174.61609,0,17352.52051,6450.621055,4344,31998.23651,12416.32671,7792.530013,29715.48418,9704.105987,34262.8048,10237.91859,29728.75203,13111.42651,14891.10637,16479.70245,18385.53739,20520.40996,27747.72122,15585.06003,26016.89115,15993.05052,29219.92801,22573.73421,17376,20852.34183,27592.26797,18879.07458,20714.63956,24608.88411,36869.49661,20475.83717,24589.6967,22883.84638,21767.74864,21767.74864,21910.37024,21911.68784,22471.80669,22883.84638,23947.98465,28682.46309,23567.8712,25268.63259,25877.61596,26550.91684,28071.52338,26090.24285,24992.71464,30082.56505,26103.80388,26064,26103.80388,26693.74069,27947.80251,29112.31796,31278.51275,28439.79903,28109.31945,27549.71189,28439.79903,30415.54052,32494.97512,40897.9005,31170.12005,29103.05008,28995.82868,29842.8153,31170.12005,33014.17576,37931.31436,34291.40803,32037.38493,30408,30713.75576,31249.93582,33058.15217,33649.5849,39967.8159,38496.92145,36246.62743,33008.45425,32147.98695,31888.57502,31986.10104,32373.26724,32660.63014,33008.45425,33011.07499,33877.71421,34394.76264,35581.72195,37706.69718,39324.08768,34074.45438,33335.16007,33428.46601,34407.98936,34798.04571,35242.74677,36287.8012,37525.587,41343.19079,35811.37836,35226.76823,35226.76823,35811.37836,36614.1542,37093.0784,40183.2276,41704.68367,42518.28446,36656.01855,36457.2123,36314.5415,36457.2123,36910.05317,37218.18529,37579.0842,39518.2768,40117.99177,43709.75874,37758.14916,37675.56748,37675.18633,37648,38086.68534,38331.2396,38628.03671,39373.42617,40311.53686,42051.12594,42712.55296,39096,39334.27952,40040.61103,40042.77153,43028.64204,41779.94142,40951.67435,40569.59967,40544,40951.67435,41179.21759,41180.96843,41455.62992,41779.94142,48131.02721,42605.63447,41992,42016.71745,42017.06159,42090.7827,42385.74949,42387.11054,42605.63447,42872.85132,42874.8691,43186.52143,43545.64098,43949.09584,44395.67731,43535.49729,43463.89399,43820.74048,44033.46029,44595.75281,49213.03506,45256.56019,44888,45256.56019,45257.8349,45462.56228,46344.65803,47144.25356,49979.49765,48972.22781,46892.82377,46537.22408,46425.5406,46693.13217,46892.82377,47135.7424,47421.22378,48116.73157,51324.80828,50816.57131,49512.68138,48837.05791,48130.38907,47870.83225,47870.83225,47979.15157,48324.1418,53768.00209
18746.48938,18742.62959,5792,18236.24216,2896,50518.07638,17352.52051,0,23101.42506,17532.82864,49079.5156,9244.419344,15530.46567,46474.33494,22795.3027,50952.00511,18075.82764,45806.51413,19632.70886,27097.82399,29728.75203,32402.42548,35109.08009,43364.84264,17399.07492,41031.54485,21469.15464,44226.58613,16186.63362,23509.8798,32928.61345,17613.38412,25550.94255,31220.26938,37421.70259,51984.01112,23706.35096,21075.52324,22642.91397,25733.40601,27602.16066,28599.72482,28606.77962,30700.70227,31797.1224,34067.04603,41337.08515,30642.56231,34948.07636,36088.09776,37248.98013,39625.96181,24728.71893,26550.91684,41627.02584,29278.00637,30082.56505,30933.35974,33727.23813,36817.89099,39008.66028,42449.97658,27947.80251,28499.59438,32097.62273,35769.19212,39938.20498,43305.71731,54227.48293,28109.31945,31057.33801,31751.60382,36837.65944,39843.47555,43073.98975,50032.29622,28995.82868,29842.8153,33729.73264,36137.09763,37931.31436,41885.67441,42938.30928,52033.7823,30713.75576,30408,31613.28487,33058.15217,35715.14739,36491.59821,38160.52411,39048.04058,39967.8159,39974.30635,41895.57094,42899.58724,44978.93855,48252.95452,50523.33687,33414.85156,35581.72195,37706.69718,41080.22127,42004.93277,42958.0858,44942.42472,47019.75959,52546.41051,34407.98936,35242.74677,40505.99403,42212.98686,44042.57958,44998.71706,50128.41083,52317.46859,53436.66285,36614.1542,37093.0784,40183.2276,40925.66101,42518.28446,43364.51715,44241.5093,48022.49424,49028.0997,54350.91559,38962.65006,39518.2768,39522.28891,40117.99177,42918.7504,43709.75874,44533.35653,46271.29132,48119.19372,51070.93719,52097.41986,41429.27912,43411.75105,45718.17744,45723.85163,39202.08081,39754.36128,40760.17664,42187.10013,42749.39157,45388.06398,46136.75568,46142.06611,46917.76913,47729.51767,58286.62039,41779.94142,44077.53623,44662.52596,44666.72123,45285.82794,46641.13069,46646.07478,47370.02159,48131.02721,48136.41698,48922.64892,49743.42505,50591.93668,51466.81202,44395.67731,45981.01079,47905.1897,48615.13214,50129.2101,43535.49729,44943.61338,46755.18008,49179.39341,49184.08234,49871.2002,52130.85459,53777.78727,44911.12362,44911.12362,46007.39194,46723.95001,47144.25356,50462.97336,51137.41833,51843.15179,52578.91388,54135.5767,46358.40136,46336,46537.22408,46892.82377,47748.50448,48524.97291,50537.26518,51129.57188,52413.0509,47979.15157
10426.17092,10417.83951,24166.02441,9254.258263,23461.65962,27721.47141,6450.621055,23101.42506,0,5943.096836,25978.38617,16435.46583,9675.931583,23461.65962,5968.56306,27984.94068,10214.18744,23295.69851,12435.85626,10237.91859,11019.38406,12435.85626,14299.86241,21299.38462,16342.6999,19632.70886,14891.10637,22820.12956,24832.65342,15585.06003,15585.06003,30438.15086,16504.22713,16186.63362,18853.34859,30438.15086,19408.21197,25560.8341,22859.08872,20155.76843,19314.01835,19043.34267,19041.83184,18824,18879.07458,19314.01835,22859.08872,20323.15096,20727.81496,21075.52324,21514.32102,22642.91397,26065.42729,23947.98465,24589.6967,24262.48646,23874.25224,23567.8712,23168,23567.8712,24262.48646,25877.61596,27823.41491,27181.65264,24992.71464,24658.14139,25648.77153,27181.65264,34728.23729,31278.51275,27460.61565,27041.52586,26103.80388,26693.74069,27947.80251,32097.62273,34987.403,31751.60382,28109.31945,27549.71189,27549.71189,28439.79903,28838.5759,34115.98482,39853.37176,37017.03305,32347.01996,30666.41761,29280.87992,29103.05008,28960,28995.82868,29103.05008,29104.04206,29528.04254,29842.8153,30666.41761,32347.01996,33729.73264,33058.15217,31249.93582,30544.26932,30544.26932,30713.75576,30949.47754,31613.28487,32519.85929,35715.14739,34963.59301,33877.71421,31856,31986.10104,32373.26724,32660.63014,34963.59301,36246.62743,36955.78473,35242.74677,34798.04571,33428.46601,33335.16007,33335.16007,33428.46601,33583.39984,34798.04571,35242.74677,38211.01549,35811.37836,35491.03449,35489.00575,35226.76823,34752,34781.86287,34871.29805,35226.76823,35811.37836,37093.0784,37621.13241,36656.01855,36228.66932,36314.5415,36315.33648,42712.55296,40848.82012,39373.42617,38331.2396,38086.68534,37648,37675.56748,37675.95128,37758.14916,37895.38538,42712.55296,41190.92348,39518.61475,39334.27952,39333.18173,39202.08081,39096,39096.00128,39122.54717,39202.08081,39202.81725,39334.27952,39518.61475,39754.36128,40040.61103,41455.62992,40773.81838,40544,40569.59967,40773.81838,49356.94387,43545.64098,42385.74949,41992,41992.00119,42016.71745,42385.74949,42872.85132,49871.2002,48520.52993,45334.62872,44595.75281,44292.0638,43440,43463.89399,43535.49729,43654.57512,44033.46029,51137.41833,50462.97336,48640.08463,47604.4824,46344.65803,45713.08194,44980.42316,44911.12362,44911.12362,53820.39146
10136,10126,19351.86317,8688,18236.24216,33645.29258,4344,17532.82864,5943.096836,0,31702,10494.49308,4085.674975,28965.13794,6128.512462,33426.46833,5968.56306,28320.08547,8806.692058,11286.8671,13312.73499,15610.13469,18075.82764,25992.00556,11660.28267,23873.55694,11673.28304,27097.82399,19428.87346,13032,17399.07492,24832.65342,14551.52504,16864.86632,21469.15464,34852.36296,16186.63362,20852.34183,18810.56621,17435.64903,17435.64903,17613.38412,17615.02313,18307.0771,18810.56621,20091.6138,25550.94255,19314.01835,21356.27648,22073.4628,22859.08872,24608.88411,22038.76811,20727.81496,26645.2106,21767.74864,21720,21767.74864,22471.80669,23947.98465,25297.29948,27762.77479,24262.48646,23874.25224,23212.7703,24262.48646,26550.91684,28909.6781,38111.47262,27181.65264,24784.13565,24658.14139,25648.77153,27181.65264,29278.00637,34728.23729,30505.51257,27947.80251,26064,26420.07617,27041.52586,29112.31796,29782.21275,36771.07477,34987.403,32494.97512,28838.5759,27849.56863,27549.71189,27662.53907,28109.31945,28439.79903,28838.5759,28841.57555,29829.59819,30415.54052,31751.60382,34115.98482,35895.53287,29842.8153,28995.82868,29103.05008,30223.08581,30666.41761,31170.12005,32347.01996,33729.73264,37931.31436,31613.28487,30949.47754,30949.47754,31613.28487,32519.85929,33058.15217,36491.59821,38160.52411,39048.04058,32373.26724,32147.98695,31986.10104,32147.98695,32660.63014,33008.45425,33414.85156,35581.72195,36246.62743,40185.91476,33428.46601,33335.16007,33334.72929,33304,33799.11407,34074.45438,34407.98936,35242.74677,36287.8012,38211.01549,38937.72839,34752,35019.84913,35811.37836,35813.79399,38962.65006,37579.0842,36656.01855,36228.66932,36200,36656.01855,36910.05317,36912.00652,37218.18529,37579.0842,44533.35653,38331.2396,37648,37675.56748,37675.95128,37758.14916,38086.68534,38088.20001,38331.2396,38628.03671,38630.27621,38975.88322,39373.42617,39819.1771,40311.53686,39202.08081,39122.54717,39518.61475,39754.36128,40376.28989,45285.82794,40951.67435,40544,40951.67435,40953.08306,41179.21759,42151.04649,43028.64204,45981.01079,44884.09813,42605.63447,42213.936,42090.7827,42385.74949,42605.63447,42872.85132,43186.52143,43949.09584,47307.07018,46755.18008,45334.62872,44595.75281,43820.74048,43535.49729,43535.49729,43654.57512,44033.46029,49821.08759
